num machines: 12,ticks per second: 4,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614809625.612021,1,work,,,
1614809625.86199,2,work,,,
1614809626.1127648,3,work,,,
1614809626.362805,4,work,,,
1614809626.617622,5,work,,,
1614809626.8680582,6,work,,,
1614809627.156213,7,send,0,,
1614809627.371648,8,work,,,
1614809627.622719,9,work,,,
1614809627.8752441,10,work,,,
1614809628.128692,11,work,,,
1614809628.379036,12,work,,,
1614809628.631948,13,work,,,
1614809628.882686,14,work,,,
1614809629.157021,15,send,0,,
1614809629.3876128,16,work,,,
1614809629.641484,17,work,,,
1614809629.893347,18,work,,,
1614809630.14833,19,work,,,
1614809630.398439,20,work,,,
1614809630.651547,21,work,,,
1614809630.906197,22,work,,,
1614809631.1782022,23,send,1,,
1614809631.409655,24,work,,,
1614809631.6616619,25,work,,,
1614809631.927805,26,send,0,,
1614809631.946246,26,send,1,,
1614809632.1662579,27,work,,,
1614809632.4204202,28,work,,,
1614809632.670687,29,work,,,
1614809632.9426508,30,send,0,,
1614809632.960354,30,send,1,,
1614809633.196875,31,send,0,,
1614809633.4497201,32,send,1,,
1614809633.684515,33,work,,,
1614809633.935877,34,work,,,
1614809634.208419,35,send,0,,
1614809634.226135,35,send,1,,
1614809634.437349,36,work,,,
1614809634.691304,37,work,,,
1614809634.944433,38,work,,,
1614809635.19798,39,work,,,
1614809635.448871,40,work,,,
1614809635.6989288,41,work,,,
1614809635.948951,42,work,,,
1614809636.199112,43,work,,,
1614809636.452084,44,work,,,
1614809636.7029278,45,work,,,
1614809636.977155,46,send,1,,
1614809637.209336,47,work,,,
1614809637.463105,48,work,,,
1614809637.71645,49,work,,,
1614809637.985785,50,send,0,,
1614809638.006805,50,send,1,,
1614809638.221893,51,work,,,
1614809638.4719841,52,work,,,
1614809638.7256892,53,work,,,
1614809638.9790359,54,work,,,
1614809639.230734,55,work,,,
1614809639.482427,56,work,,,
1614809639.7333739,57,work,,,
1614809639.984245,58,work,,,
1614809640.235915,59,work,,,
1614809640.512216,60,send,0,,
1614809640.75509,61,send,0,,
1614809640.770418,61,send,1,,
1614809640.990853,62,work,,,
1614809641.240973,63,work,,,
1614809641.49507,64,work,,,
1614809641.7476711,65,work,,,
1614809641.9979079,66,work,,,
1614809642.247943,67,work,,,
1614809642.49805,68,work,,,
1614809642.74864,69,work,,,
1614809642.998935,70,work,,,
1614809643.2489758,71,work,,,
1614809643.501943,72,work,,,
1614809643.755358,73,work,,,
1614809644.005499,74,work,,,
1614809644.2571058,75,work,,,
1614809644.5071309,76,work,,,
1614809644.757875,77,work,,,
1614809645.025994,78,send,0,,
1614809645.264199,79,work,,,
1614809645.514302,80,work,,,
1614809645.782464,81,send,1,,
1614809646.01669,82,work,,,
1614809646.292659,83,send,0,,
1614809646.521824,84,work,,,
1614809646.77572,85,work,,,
1614809647.044656,86,send,1,,
1614809647.278893,87,work,,,
1614809647.528988,88,work,,,
1614809647.7812638,89,work,,,
1614809648.0342789,90,work,,,
1614809648.284835,91,work,,,
1614809648.539096,92,work,,,
1614809648.789199,93,work,,,
1614809649.055706,94,send,0,,
1614809649.0738602,94,send,1,,
1614809649.2893991,95,work,,,
1614809649.55836,96,send,1,,
1614809649.7934458,97,work,,,
1614809650.045651,98,work,,,
1614809650.2958012,99,work,,,
1614809650.545971,100,work,,,
1614809650.795989,101,work,,,
1614809651.064186,102,send,1,,
1614809651.297374,103,work,,,
1614809651.547812,104,work,,,
1614809651.797927,105,work,,,
1614809652.0506,106,work,,,
1614809652.305467,107,work,,,
1614809652.5555441,108,work,,,
1614809652.805783,109,work,,,
1614809653.056915,110,work,,,
1614809653.307138,111,work,,,
1614809653.557446,112,work,,,
1614809653.808307,113,work,,,
1614809654.058481,114,work,,,
1614809654.312478,115,work,,,
1614809654.56688,116,work,,,
1614809654.819359,117,work,,,
1614809655.071056,118,work,,,
1614809655.325087,119,work,,,
1614809655.57526,120,work,,,
1614809655.841441,121,send,0,,
1614809656.078887,122,work,,,
1614809656.3317661,123,work,,,
1614809656.581904,124,work,,,
1614809656.8320441,125,work,,,
1614809657.106417,126,send,0,,
1614809657.333408,127,work,,,
1614809657.6011798,128,send,1,,
