num machines: 12,ticks per second: 4,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614809625.6316218,1,work,,,
1614809625.911126,2,send,1,,
1614809626.135542,3,work,,,
1614809626.388345,4,work,,,
1614809626.6420312,5,work,,,
1614809626.913028,6,send,0,,
1614809627.147539,7,work,,,
1614809627.401539,8,work,,,
1614809627.651585,9,work,,,
1614809627.9053519,10,work,,,
1614809628.155614,11,work,,,
1614809628.425314,12,send,1,,
1614809628.6600718,13,work,,,
1614809628.9140081,14,work,,,
1614809629.166859,15,work,,,
1614809629.4346838,16,send,0,,
1614809629.4519129,16,send,1,,
1614809629.671786,17,work,,,
1614809629.92526,18,work,,,
1614809630.202323,19,send,1,,
1614809630.430845,20,work,,,
1614809630.685071,21,work,,,
1614809630.938601,22,work,,,
1614809631.191926,23,work,,,
1614809631.441977,24,work,,,
1614809631.695531,25,work,,,
1614809631.9473732,26,work,,,
1614809632.20012,27,work,,,
1614809632.4503958,28,work,,,
1614809632.7021172,29,work,,,
1614809632.9532,30,work,,,
1614809633.206133,31,work,,,
1614809633.4562051,32,work,,,
1614809633.708082,33,work,,,
1614809633.9581308,34,work,,,
1614809634.208192,35,work,,,
1614809634.461961,36,work,,,
1614809634.714227,37,work,,,
1614809634.9859781,38,send,1,,
1614809635.217333,39,work,,,
1614809635.491488,40,send,0,,
1614809635.722007,41,work,,,
1614809635.975014,42,work,,,
1614809636.229714,43,work,,,
1614809636.483874,44,work,,,
1614809636.737571,45,work,,,
1614809636.990043,46,work,,,
1614809637.240156,47,work,,,
1614809637.493943,48,work,,,
1614809637.7470028,49,work,,,
1614809637.997843,50,work,,,
1614809638.248501,51,work,,,
1614809638.499149,52,work,,,
1614809638.779244,53,send,0,,
1614809638.794092,53,send,1,,
1614809638.9995039,54,work,,,
1614809639.249658,55,work,,,
1614809639.503407,56,work,,,
1614809639.7570078,57,work,,,
1614809640.009799,58,work,,,
1614809640.264151,59,work,,,
1614809640.5141718,60,work,,,
1614809640.781548,61,send,1,,
1614809641.036099,62,send,1,,
1614809641.267974,63,work,,,
1614809641.518409,64,work,,,
1614809641.768501,65,work,,,
1614809642.046199,66,send,0,,
1614809642.070101,66,send,1,,
1614809642.27423,67,work,,,
1614809642.545393,68,send,0,,
1614809642.561074,68,send,1,,
1614809642.7761412,69,work,,,
1614809643.0261602,70,work,,,
1614809643.27631,71,work,,,
1614809643.526495,72,work,,,
1614809643.7765021,73,work,,,
1614809644.028372,74,work,,,
1614809644.281499,75,work,,,
1614809644.5315561,76,work,,,
1614809644.783015,77,work,,,
1614809645.036939,78,work,,,
1614809645.286935,79,work,,,
1614809645.5370612,80,work,,,
1614809645.788768,81,work,,,
1614809646.0426219,82,work,,,
1614809646.2949471,83,work,,,
1614809646.5487008,84,work,,,
1614809646.8003001,85,work,,,
1614809647.054081,86,work,,,
1614809647.3057148,87,work,,,
1614809647.556864,88,work,,,
1614809647.8079302,89,work,,,
1614809648.0580008,90,work,,,
1614809648.308932,91,work,,,
1614809648.561993,92,work,,,
1614809648.814263,93,work,,,
1614809649.0643232,94,work,,,
1614809649.3167412,95,work,,,
1614809649.567012,96,work,,,
1614809649.817075,97,work,,,
1614809650.0702589,98,work,,,
1614809650.3234,99,work,,,
1614809650.573637,100,work,,,
1614809650.82748,101,work,,,
1614809651.097137,102,send,0,,
1614809651.328054,103,work,,,
1614809651.599526,104,send,1,,
1614809651.8336809,105,work,,,
1614809652.083713,106,work,,,
1614809652.335736,107,work,,,
1614809652.605411,108,send,0,,
1614809652.625509,108,send,1,,
1614809652.8358212,109,work,,,
1614809653.088799,110,work,,,
1614809653.3388228,111,work,,,
1614809653.589279,112,work,,,
1614809653.8420732,113,work,,,
1614809654.0931048,114,work,,,
1614809654.347649,115,work,,,
1614809654.597675,116,work,,,
1614809654.847709,117,work,,,
1614809655.101125,118,work,,,
1614809655.35327,119,work,,,
1614809655.603293,120,work,,,
1614809655.857347,121,work,,,
1614809656.1073868,122,work,,,
1614809656.37466,123,send,0,,
1614809656.3900118,123,send,1,,
1614809656.609706,124,work,,,
1614809656.860595,125,work,,,
1614809657.114208,126,work,,,
1614809657.365772,127,work,,,
1614809657.61585,128,work,,,
1614809657.865879,129,work,,,
1614809658.1190531,130,work,,,
1614809658.371131,131,work,,,
1614809658.622297,132,work,,,
1614809658.872342,133,work,,,
1614809659.123285,134,work,,,
1614809659.378057,135,work,,,
1614809659.6280909,136,work,,,
1614809659.8808162,137,work,,,
1614809660.1310458,138,work,,,
1614809660.3813791,139,work,,,
1614809660.6354098,140,work,,,
1614809660.905786,141,send,1,,
1614809661.163666,142,send,0,,
1614809661.3977962,143,work,,,
1614809661.6511629,144,work,,,
1614809661.919444,145,send,0,,
1614809661.935474,145,send,1,,
1614809662.170018,146,send,1,,
1614809662.409605,147,work,,,
1614809662.683651,148,send,0,,
1614809662.699836,148,send,1,,
1614809662.915413,149,work,,,
1614809663.168156,150,work,,,
1614809663.422291,151,work,,,
1614809663.674484,152,work,,,
1614809663.9262662,153,work,,,
1614809664.181233,154,work,,,
1614809664.434381,155,work,,,
1614809664.6846578,156,work,,,
1614809664.934668,157,work,,,
1614809665.184743,158,work,,,
1614809665.4381921,159,work,,,
1614809665.692218,160,work,,,
1614809665.942388,161,work,,,
1614809666.192696,162,work,,,
1614809666.445479,163,work,,,
1614809666.698959,164,work,,,
1614809666.950742,165,work,,,
1614809667.200892,166,work,,,
1614809667.4533372,167,work,,,
1614809667.7035148,168,work,,,
1614809667.9558551,169,work,,,
1614809668.2208939,170,send,1,,
1614809668.459172,171,work,,,
1614809668.710308,172,work,,,
1614809668.9642618,173,work,,,
1614809669.216945,174,work,,,
1614809669.4900138,175,send,0,,
1614809669.724617,176,work,,,
1614809669.975188,177,work,,,
1614809670.225216,178,work,,,
1614809670.475434,179,work,,,
1614809670.730525,180,work,,,
1614809670.999677,181,send,0,,
1614809671.013498,181,send,1,,
1614809671.2482402,182,send,1,,
1614809671.4884312,183,work,,,
1614809671.7397509,184,work,,,
1614809671.9897332,185,work,,,
1614809672.242935,186,work,,,
1614809672.492971,187,work,,,
1614809672.743166,188,work,,,
1614809672.995135,189,work,,,
1614809673.2488801,190,work,,,
1614809673.5017118,191,work,,,
1614809673.7518249,192,work,,,
1614809674.006525,193,work,,,
1614809674.257076,194,work,,,
1614809674.50877,195,work,,,
1614809674.775452,196,send,0,,
1614809674.791682,196,send,1,,
1614809675.0091488,197,work,,,
1614809675.259157,198,work,,,
1614809675.510693,199,work,,,
1614809675.764758,200,work,,,
1614809676.0176919,201,work,,,
1614809676.267809,202,work,,,
1614809676.5225248,203,work,,,
1614809676.776543,204,work,,,
1614809677.027803,205,work,,,
1614809677.281513,206,work,,,
1614809677.534747,207,work,,,
1614809677.789236,208,work,,,
1614809678.0435672,209,work,,,
1614809678.2936661,210,work,,,
1614809678.546441,211,work,,,
1614809678.798944,212,work,,,
1614809679.0688908,213,send,0,,
1614809679.305917,214,work,,,
1614809679.5572019,215,work,,,
1614809679.807245,216,work,,,
1614809680.0615208,217,work,,,
1614809680.315062,218,work,,,
1614809680.5670772,219,work,,,
1614809680.8350039,220,send,0,,
1614809680.8502111,220,send,1,,
1614809681.0708082,221,work,,,
1614809681.3393862,222,send,0,,
1614809681.354827,222,send,1,,
1614809681.5885491,223,send,1,,
1614809681.826844,224,work,,,
1614809682.081463,225,work,,,
1614809682.331497,226,work,,,
1614809682.5831108,227,work,,,
1614809682.833289,228,work,,,
1614809683.085909,229,work,,,
1614809683.3393059,230,work,,,
1614809683.593546,231,work,,,
1614809683.848167,232,work,,,
1614809684.098667,233,work,,,
1614809684.353132,234,work,,,
1614809684.606009,235,work,,,
1614809684.857867,236,work,,,
1614809685.1081212,237,work,,,
1614809685.362379,238,work,,,
1614809685.617242,239,work,,,
1614809685.867264,240,work,,,
