num machines: 3,ticks per second: 6,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614753612.1026402,1,send,0,,
1614753612.1404722,1,send,1,,
1614753612.2035682,2,work,,,
1614753612.374235,3,receive,,0,1
1614753612.545294,5,receive,,1,1
1614753612.74669,6,send,1,,
1614753612.8838558,7,work,,,
1614753613.054194,8,work,,,
1614753613.2583911,9,send,0,,
1614753613.291608,9,send,1,,
1614753613.423051,10,send,0,,
1614753613.5674691,11,work,,,
1614753613.7366211,12,work,,,
1614753613.939025,13,send,1,,
1614753614.119272,14,send,1,,
1614753614.277127,15,send,0,,
1614753614.303371,15,send,1,,
1614753614.4137568,16,work,,,
1614753614.5842402,17,work,,,
1614753614.753799,18,work,,,
1614753614.9240162,19,receive,,1,1
1614753615.094838,20,work,,,
1614753615.2636511,22,receive,,1,1
1614753615.4341471,23,work,,,
1614753615.604717,24,work,,,
1614753615.7747872,25,work,,,
1614753615.946023,26,work,,,
1614753616.116544,27,receive,,1,1
1614753616.283377,28,work,,,
1614753616.454707,29,work,,,
1614753616.624195,30,work,,,
1614753616.838015,31,send,1,,
1614753616.9665542,32,work,,,
1614753617.1338959,33,work,,,
1614753617.3036559,34,work,,,
1614753617.4735832,36,receive,,1,1
1614753617.67665,37,send,1,,
1614753617.810666,38,work,,,
1614753617.9796338,40,receive,,1,1
1614753618.146326,41,work,,,
1614753618.31372,42,work,,,
1614753618.529216,43,send,0,,
1614753618.653527,44,work,,,
1614753618.8237739,45,receive,,1,1
1614753618.993811,46,receive,,1,1
1614753619.191692,47,send,1,,
1614753619.361953,48,send,1,,
1614753619.503757,49,work,,,
1614753619.673629,51,receive,,1,1
1614753619.8439412,52,work,,,
1614753620.013962,53,work,,,
1614753620.1847181,54,receive,,0,1
1614753620.354719,55,work,,,
1614753620.524543,56,work,,,
1614753620.740706,57,send,0,,
1614753620.769291,57,send,1,,
1614753620.864807,58,work,,,
1614753621.0771,59,send,1,,
1614753621.234004,60,send,0,,
1614753621.374652,61,work,,,
1614753621.543801,62,work,,,
1614753621.714677,63,work,,,
1614753621.881648,64,receive,,1,1
1614753622.048773,65,work,,,
1614753622.220619,66,work,,,
1614753622.424334,67,send,0,,
1614753622.561065,68,receive,,1,1
1614753622.7667258,69,send,0,,
1614753622.8961458,70,work,,,
1614753623.066656,71,work,,,
1614753623.236589,72,receive,,1,1
1614753623.40415,73,receive,,1,1
1614753623.574677,74,work,,,
1614753623.7441568,75,receive,,1,1
1614753623.945854,76,send,0,,
1614753623.9748979,76,send,1,,
1614753624.084658,77,work,,,
1614753624.254548,78,work,,,
1614753624.424743,79,work,,,
1614753624.6212459,80,send,0,,
1614753624.6481779,80,send,1,,
1614753624.76384,81,work,,,
1614753624.933834,82,work,,,
1614753625.103809,83,work,,,
1614753625.273709,85,receive,,1,1
1614753625.4822102,86,send,0,,
1614753625.508972,86,send,1,,
1614753625.6579342,87,send,0,,
1614753625.6846159,87,send,1,,
1614753625.783925,88,work,,,
1614753625.983005,89,send,1,,
1614753626.165059,90,send,0,,
1614753626.192775,90,send,1,,
1614753626.290004,91,work,,,
1614753626.457956,92,work,,,
1614753626.624901,93,work,,,
1614753626.793809,94,work,,,
1614753627.002249,95,send,1,,
1614753627.13392,96,work,,,
1614753627.333424,97,send,0,,
1614753627.474848,99,receive,,1,1
1614753627.644056,100,work,,,
