num machines: 12,ticks per second: 4,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614810688.715418,1,send,5,,
1614810688.846344,2,send,0,,
1614810689.076146,3,receive,,11,3
1614810689.3295271,4,receive,,3,4
1614810689.581878,5,receive,,8,3
1614810689.832866,6,receive,,9,4
1614810690.082953,7,receive,,6,3
1614810690.333057,8,receive,,1,2
1614810690.583115,9,receive,,8,1
1614810690.83323,10,receive,,11,1
1614810691.103521,11,send,3,,
1614810691.355875,12,send,3,,
1614810691.617478,13,send,5,,
1614810691.855531,14,send,0,,
1614810692.1094,15,send,1,,
1614810692.371851,16,send,3,,
1614810692.5976288,17,receive,,6,2
1614810692.848927,18,receive,,7,1
1614810693.1026518,19,receive,,6,1
1614810693.356399,20,receive,,11,1
1614810693.606443,22,receive,,6,1
1614810693.874676,23,send,3,,
1614810694.123011,24,send,2,,
1614810694.3570292,25,receive,,10,1
1614810694.607046,26,receive,,7,1
1614810694.877888,27,send,6,,
1614810695.1112971,28,receive,,11,1
1614810695.364125,29,receive,,10,1
1614810695.6323168,30,send,1,,
1614810695.86422,31,receive,,8,1
1614810696.114314,32,receive,,6,1
1614810696.367306,33,receive,,10,2
1614810696.620106,34,receive,,9,3
1614810696.87184,35,receive,,11,4
1614810697.121999,36,receive,,8,4
1614810697.3756318,37,receive,,6,3
1614810697.625727,38,receive,,11,2
1614810697.876008,39,receive,,9,3
1614810698.1270452,40,receive,,10,3
1614810698.3771,41,receive,,11,3
1614810698.627327,42,receive,,7,3
1614810698.877326,43,receive,,7,3
1614810699.127441,44,receive,,9,3
1614810699.377562,45,receive,,8,3
1614810699.631121,46,receive,,6,2
1614810699.881461,47,receive,,9,2
1614810700.132146,48,receive,,11,1
1614810700.4016798,49,send,0,,
1614810700.635746,50,receive,,11,1
1614810700.8863611,51,receive,,7,2
1614810701.136429,52,receive,,8,2
1614810701.387437,53,receive,,10,3
1614810701.640342,54,receive,,6,3
1614810701.892852,55,receive,,8,4
1614810702.143113,56,receive,,11,6
1614810702.3931441,57,receive,,6,7
1614810702.643216,58,receive,,10,8
1614810702.893697,59,receive,,6,9
1614810703.1488361,60,receive,,9,9
1614810703.400175,61,receive,,7,8
1614810703.6531441,62,receive,,10,9
1614810703.90341,63,receive,,7,9
1614810704.15805,64,receive,,8,9
1614810704.4082181,65,receive,,9,9
1614810704.662464,66,receive,,8,9
1614810704.9160929,67,receive,,11,9
1614810705.166081,68,receive,,6,9
1614810705.417346,69,receive,,6,9
1614810705.6683168,70,receive,,10,8
1614810705.9197671,71,receive,,9,9
1614810706.171968,72,receive,,7,9
1614810706.423342,73,receive,,6,10
1614810706.675937,74,receive,,11,10
1614810706.9264488,75,receive,,8,10
1614810707.178144,76,receive,,6,11
1614810707.4282959,77,receive,,7,10
1614810707.6788049,78,receive,,6,9
1614810707.9300601,79,receive,,11,10
1614810708.180151,80,receive,,8,10
1614810708.430503,81,receive,,6,10
1614810708.683904,82,receive,,9,10
1614810708.938455,83,receive,,11,11
1614810709.18865,84,receive,,7,11
1614810709.439222,85,receive,,9,12
1614810709.689982,86,receive,,8,11
1614810709.943289,87,receive,,7,10
1614810710.196755,88,receive,,9,9
1614810710.450551,89,receive,,9,8
1614810710.70546,90,receive,,7,8
1614810710.955756,91,receive,,11,8
1614810711.206084,92,receive,,7,7
1614810711.4591029,93,receive,,11,7
1614810711.7104042,94,receive,,11,7
1614810711.960472,95,receive,,10,8
1614810712.2121909,96,receive,,11,9
1614810712.463,97,receive,,8,9
1614810712.713826,98,receive,,8,8
1614810712.9640892,99,receive,,6,7
1614810713.217821,100,receive,,6,6
1614810713.4723358,101,receive,,6,6
1614810713.723198,102,receive,,11,6
1614810713.973512,103,receive,,11,5
1614810714.223976,104,receive,,10,5
1614810714.4740841,105,receive,,8,5
1614810714.7244,106,receive,,10,4
1614810714.975496,107,receive,,6,3
1614810715.230159,108,receive,,10,2
1614810715.480363,109,receive,,8,1
1614810715.73201,111,receive,,6,1
1614810716.00978,112,send,5,,
1614810716.238917,113,receive,,6,2
1614810716.490098,114,receive,,8,1
1614810716.7445009,115,receive,,9,2
1614810716.994775,116,receive,,10,2
1614810717.2449422,117,receive,,8,2
1614810717.49571,118,receive,,7,1
1614810717.749312,119,receive,,9,2
1614810717.999649,120,receive,,11,2
1614810718.250245,121,receive,,11,3
1614810718.500339,122,receive,,8,3
1614810718.751104,123,receive,,11,3
1614810719.005685,124,receive,,7,3
1614810719.2592242,125,receive,,9,2
1614810719.509276,126,receive,,6,2
1614810719.76254,127,receive,,9,3
1614810720.013227,128,receive,,7,3
1614810720.2637272,129,receive,,11,3
1614810720.5137439,130,receive,,6,3
1614810720.764656,131,receive,,7,3
1614810721.015284,132,receive,,8,2
1614810721.265302,133,receive,,7,3
1614810721.5156338,134,receive,,9,3
1614810721.769105,135,receive,,10,2
1614810722.0194528,136,receive,,7,4
1614810722.270783,137,receive,,10,4
1614810722.521535,138,receive,,8,3
1614810722.772682,139,receive,,7,2
1614810723.023008,140,receive,,11,2
1614810723.272991,141,receive,,8,2
1614810723.523056,142,receive,,6,2
1614810723.7756212,143,receive,,9,2
1614810724.029829,144,receive,,7,1
1614810724.283647,145,receive,,9,1
1614810724.559715,146,send,3,,
1614810724.789731,147,receive,,6,1
1614810725.0436218,148,receive,,9,1
1614810725.320927,149,send,2,,
1614810725.549147,150,receive,,7,1
1614810725.800639,151,receive,,7,2
1614810726.051904,152,receive,,8,4
1614810726.3069,153,receive,,7,3
1614810726.559076,154,receive,,8,5
1614810726.813611,155,receive,,11,5
1614810727.0668778,156,receive,,6,4
1614810727.31905,157,receive,,11,5
1614810727.572483,158,receive,,8,5
1614810727.826702,159,receive,,9,5
1614810728.0769238,160,receive,,6,7
1614810728.3302069,161,receive,,9,7
1614810728.582145,162,receive,,11,6
1614810728.8345358,163,receive,,7,6
1614810729.087005,164,receive,,6,6
1614810729.341019,165,receive,,10,5
1614810729.593312,166,receive,,11,5
1614810729.843349,167,receive,,6,5
1614810730.093766,168,receive,,9,6
1614810730.343856,169,receive,,8,6
1614810730.593915,170,receive,,11,7
1614810730.8448808,171,receive,,7,7
1614810731.09886,172,receive,,9,8
1614810731.349247,173,receive,,7,8
1614810731.599474,174,receive,,8,7
1614810731.8495948,175,receive,,6,6
1614810732.101218,176,receive,,11,6
1614810732.351236,177,receive,,6,6
1614810732.60447,178,receive,,7,5
1614810732.855187,179,receive,,11,5
1614810733.107348,180,receive,,9,6
1614810733.36081,181,receive,,8,7
1614810733.610869,182,receive,,8,7
1614810733.862423,183,receive,,10,8
1614810734.11475,184,receive,,8,7
1614810734.367632,185,receive,,7,7
1614810734.6186938,186,receive,,9,7
1614810734.872133,187,receive,,7,8
1614810735.122206,188,receive,,7,9
1614810735.3726552,189,receive,,6,9
1614810735.6275258,190,receive,,11,9
1614810735.880523,191,receive,,9,8
1614810736.133348,192,receive,,11,9
1614810736.385649,193,receive,,6,8
1614810736.6360588,194,receive,,11,9
1614810736.889366,195,receive,,11,10
1614810737.144298,196,receive,,8,11
1614810737.396078,197,receive,,8,11
1614810737.6461709,198,receive,,7,10
1614810737.8992808,199,receive,,8,10
1614810738.149276,200,receive,,11,9
1614810738.4039528,201,receive,,10,9
1614810738.656984,202,receive,,11,10
1614810738.908095,203,receive,,6,10
1614810739.16286,204,receive,,9,9
1614810739.412998,205,receive,,11,10
1614810739.666968,206,receive,,9,10
1614810739.921176,207,receive,,9,10
1614810740.17216,208,receive,,9,10
1614810740.422793,209,receive,,7,10
1614810740.673562,210,receive,,10,9
1614810740.925684,211,receive,,9,9
1614810741.179473,212,receive,,6,13
1614810741.43204,213,receive,,7,14
1614810741.684604,214,receive,,11,16
1614810741.939177,215,receive,,10,16
1614810742.19039,216,receive,,11,15
1614810742.441144,217,receive,,10,14
1614810742.695266,218,receive,,11,13
1614810742.946593,219,receive,,10,15
1614810743.200471,220,receive,,6,16
1614810743.450628,221,receive,,8,16
1614810743.705353,222,receive,,11,17
1614810743.955749,223,receive,,9,16
1614810744.205802,224,receive,,5,16
1614810744.4565701,225,receive,,6,18
1614810744.710994,226,receive,,9,18
1614810744.9612942,227,receive,,6,18
1614810745.213377,228,receive,,9,18
1614810745.4640791,229,receive,,11,17
1614810745.717421,230,receive,,9,16
1614810745.967565,231,receive,,8,17
1614810746.217698,232,receive,,7,16
1614810746.4690402,233,receive,,11,15
1614810746.720725,234,receive,,6,15
1614810746.972449,235,receive,,9,15
1614810747.225986,236,receive,,11,15
1614810747.4800372,237,receive,,9,15
1614810747.731019,238,receive,,11,15
1614810747.981729,239,receive,,6,14
1614810748.232146,240,receive,,6,13
1614810748.482374,241,receive,,9,14
1614810748.73236,242,receive,,10,14
