num machines: 3,ticks per second: 5,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614756788.867178,1,work,,,
1614756789.0672052,2,work,,,
1614756789.2713401,3,receive,,0,2
1614756789.471991,4,receive,,2,1
1614756789.723135,5,send,0,,
1614756789.876438,6,receive,,2,1
1614756790.0766451,7,work,,,
1614756790.321491,8,send,0,,
1614756790.47772,9,work,,,
1614756790.678709,10,work,,,
1614756790.924683,11,send,2,,
1614756791.083926,12,work,,,
1614756791.286769,13,receive,,0,1
1614756791.49061,14,work,,,
1614756791.692656,15,work,,,
1614756791.9417942,16,send,2,,
1614756792.102135,17,work,,,
1614756792.306586,18,work,,,
1614756792.511751,19,receive,,2,1
1614756792.775281,20,send,0,,
1614756792.816378,20,send,2,,
1614756792.948981,21,send,2,,
1614756793.121055,22,work,,,
1614756793.324244,23,work,,,
1614756793.526598,24,work,,,
1614756793.786782,25,send,0,,
1614756793.984673,26,send,0,,
1614756794.020864,26,send,2,,
1614756794.1369228,27,receive,,2,1
1614756794.338169,28,work,,,
1614756794.5817049,29,send,2,,
1614756794.7735848,30,send,0,,
1614756794.9468548,31,work,,,
1614756795.150528,32,work,,,
1614756795.3521001,33,work,,,
1614756795.55696,34,receive,,0,1
1614756795.798121,35,send,0,,
1614756795.9577758,36,work,,,
1614756796.188991,37,send,0,,
1614756796.223885,37,send,2,,
1614756796.3583722,38,work,,,
1614756796.560857,39,work,,,
1614756796.763834,40,receive,,2,1
1614756796.9674802,41,receive,,2,1
1614756797.1717901,42,work,,,
1614756797.3768451,43,receive,,2,1
1614756797.581964,44,work,,,
1614756797.786906,45,receive,,2,1
1614756797.9877079,46,work,,,
1614756798.1927512,47,work,,,
1614756798.395166,48,receive,,0,1
1614756798.598911,49,receive,,2,1
1614756798.802311,50,work,,,
1614756799.005801,51,receive,,2,1
1614756799.205649,52,work,,,
1614756799.406057,53,receive,,2,1
1614756799.609993,54,work,,,
1614756799.811616,55,receive,,2,1
1614756800.050781,56,send,0,,
1614756800.086396,56,send,2,,
1614756800.215959,57,work,,,
1614756800.4473379,58,send,0,,
1614756800.477186,58,send,2,,
1614756800.6169758,59,work,,,
1614756800.817211,60,work,,,
1614756801.022424,61,work,,,
1614756801.226681,62,work,,,
1614756801.4302342,63,work,,,
1614756801.632549,64,receive,,0,1
1614756801.835644,65,work,,,
1614756802.078363,66,send,2,,
1614756802.237233,67,work,,,
1614756802.477508,68,send,2,,
1614756802.643459,69,work,,,
1614756802.846038,70,work,,,
1614756803.049911,71,work,,,
1614756803.2552042,72,receive,,0,1
1614756803.492883,73,send,2,,
1614756803.656131,74,receive,,0,1
1614756803.8562071,75,work,,,
1614756804.061089,76,work,,,
1614756804.261585,77,work,,,
1614756804.510995,78,send,0,,
1614756804.54145,78,send,2,,
1614756804.66692,79,receive,,2,1
1614756804.867518,80,work,,,
1614756805.068609,81,receive,,0,1
1614756805.272795,82,work,,,
1614756805.4765282,83,work,,,
1614756805.716532,84,send,2,,
1614756805.8827531,85,receive,,0,1
1614756806.0859468,86,receive,,0,1
1614756806.2860081,87,work,,,
1614756806.489334,88,work,,,
1614756806.692769,89,receive,,2,1
1614756806.896841,90,receive,,2,1
1614756807.097557,91,work,,,
1614756807.302309,92,work,,,
1614756807.5071511,93,work,,,
1614756807.740622,94,send,0,,
1614756807.775671,94,send,2,,
1614756807.90758,95,work,,,
1614756808.1115909,96,work,,,
1614756808.3554828,97,send,0,,
1614756808.387111,97,send,2,,
1614756808.5190191,98,work,,,
1614756808.761804,99,send,0,,
1614756808.7878752,99,send,2,,
1614756808.922552,100,work,,,
1614756809.126622,101,work,,,
1614756809.37502,102,send,2,,
1614756809.532714,103,work,,,
1614756809.7366998,104,work,,,
1614756809.9889522,105,send,2,,
1614756810.142865,106,receive,,2,1
1614756810.346764,107,work,,,
1614756810.546894,108,receive,,0,1
1614756810.747036,109,work,,,
1614756810.9513001,110,receive,,2,1
1614756811.154148,111,receive,,2,1
1614756811.356832,112,receive,,2,1
1614756811.556767,113,receive,,2,1
1614756811.7567801,114,work,,,
1614756811.957691,115,receive,,2,1
1614756812.1604102,116,work,,,
1614756812.3651378,117,work,,,
1614756812.566762,118,work,,,
1614756812.769671,119,receive,,0,1
1614756812.9727628,120,work,,,
1614756813.175703,121,work,,,
1614756813.378031,122,work,,,
1614756813.5790122,123,receive,,2,1
1614756813.7790349,124,work,,,
1614756813.979688,125,receive,,0,1
1614756814.183927,126,work,,,
1614756814.424315,127,send,2,,
1614756814.631558,128,send,2,,
1614756814.78804,129,receive,,0,1
1614756815.029056,130,send,0,,
1614756815.195934,131,work,,,
1614756815.397036,132,work,,,
1614756815.599391,133,work,,,
1614756815.839852,134,send,0,,
1614756815.8715699,134,send,2,,
1614756816.041413,135,send,0,,
1614756816.080034,135,send,2,,
1614756816.205791,136,work,,,
1614756816.409995,137,work,,,
1614756816.614763,138,work,,,
1614756816.8163562,139,work,,,
1614756817.016714,140,work,,,
1614756817.258249,141,send,0,,
1614756817.417563,142,receive,,2,1
1614756817.619124,143,work,,,
1614756817.8225632,144,work,,,
1614756818.025643,145,work,,,
1614756818.226985,146,work,,,
1614756818.474088,147,send,0,,
1614756818.635554,148,receive,,2,1
1614756818.8733382,149,send,0,,
1614756818.902121,149,send,2,,
1614756819.040298,150,receive,,0,1
1614756819.244576,151,work,,,
1614756819.446025,152,receive,,2,1
1614756819.678946,153,send,2,,
1614756819.852609,154,work,,,
1614756820.056727,155,receive,,0,1
1614756820.259281,156,work,,,
1614756820.4627469,157,receive,,0,1
1614756820.7064672,158,send,2,,
1614756820.870056,159,work,,,
1614756821.072265,160,work,,,
1614756821.3160021,161,send,0,,
1614756821.345715,161,send,2,,
1614756821.475691,162,receive,,0,1
1614756821.677644,163,work,,,
1614756821.916615,164,send,0,,
1614756821.949901,164,send,2,,
1614756822.086714,165,work,,,
1614756822.320214,166,send,0,,
1614756822.352381,166,send,2,,
1614756822.492662,167,work,,,
1614756822.694444,168,work,,,
1614756822.942972,169,send,0,,
1614756822.9742348,169,send,2,,
1614756823.13955,170,send,2,,
1614756823.305928,171,work,,,
