num machines: 12,ticks per second: 3,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614809625.606378,1,work,,,
1614809625.942768,3,receive,,9,1
1614809626.297481,4,send,1,,
1614809626.3137941,4,send,2,,
1614809626.614462,5,work,,,
1614809626.950203,7,receive,,4,1
1614809627.2840488,8,receive,,6,3
1614809627.617769,9,receive,,3,4
1614809627.951499,10,receive,,9,6
1614809628.285732,11,receive,,10,5
1614809628.61905,12,receive,,8,5
1614809628.954674,13,receive,,7,6
1614809629.2881181,14,receive,,2,8
1614809629.62238,15,receive,,11,8
1614809629.9558232,16,receive,,3,9
1614809630.2923698,17,receive,,7,8
1614809630.626251,18,receive,,10,9
1614809630.961565,19,receive,,6,8
1614809631.296326,20,receive,,1,7
1614809631.629961,21,receive,,2,7
1614809631.963579,22,receive,,4,9
1614809632.3002381,23,receive,,7,10
1614809632.638718,24,receive,,5,12
1614809632.9747388,25,receive,,10,14
1614809633.309935,26,receive,,7,14
1614809633.647521,27,receive,,10,14
1614809633.982574,28,receive,,2,17
1614809634.3183649,29,receive,,6,17
1614809634.653159,30,receive,,5,17
1614809634.986541,31,receive,,10,18
1614809635.319922,32,receive,,8,17
1614809635.6545842,33,receive,,5,17
1614809635.991223,34,receive,,8,18
1614809636.328575,35,receive,,2,17
1614809636.66652,36,receive,,3,19
1614809637.00082,37,receive,,6,20
1614809637.338608,38,receive,,11,19
1614809637.675744,39,receive,,6,19
1614809638.009841,40,receive,,8,23
1614809638.347546,41,receive,,9,23
1614809638.68499,42,receive,,11,23
1614809639.0191581,43,receive,,8,23
1614809639.356538,44,receive,,5,23
1614809639.691374,45,receive,,6,23
1614809640.024703,46,receive,,3,23
1614809640.3587682,47,receive,,10,23
1614809640.6923141,48,receive,,2,24
1614809641.027067,49,receive,,4,28
1614809641.36484,50,receive,,11,28
1614809641.699399,51,receive,,9,28
1614809642.035535,52,receive,,3,32
1614809642.368916,53,receive,,5,33
1614809642.7024891,54,receive,,9,33
1614809643.0364218,55,receive,,5,34
1614809643.369874,56,receive,,2,35
1614809643.703431,57,receive,,10,34
1614809644.03697,58,receive,,10,36
1614809644.370508,59,receive,,3,36
1614809644.705825,60,receive,,6,36
1614809645.039157,61,receive,,9,36
1614809645.372618,62,receive,,5,36
1614809645.7066538,63,receive,,11,36
1614809646.042676,64,receive,,2,36
1614809646.3764548,65,receive,,4,38
1614809646.7112699,66,receive,,3,38
1614809647.045011,67,receive,,5,38
1614809647.378931,68,receive,,5,37
1614809647.7162921,69,receive,,9,38
1614809648.0497391,70,receive,,10,39
1614809648.383289,71,receive,,6,39
1614809648.717588,72,receive,,3,41
1614809649.0554812,73,receive,,6,42
1614809649.393406,74,receive,,8,42
1614809649.730966,75,receive,,3,41
1614809650.066046,76,receive,,11,40
1614809650.400448,77,receive,,10,40
1614809650.734161,78,receive,,5,39
1614809651.069987,79,receive,,3,39
1614809651.40515,80,receive,,5,40
1614809651.7400682,81,receive,,8,40
1614809652.077234,82,receive,,10,41
1614809652.4125419,83,receive,,5,41
1614809652.7482371,84,receive,,4,41
1614809653.08317,85,receive,,3,43
1614809653.41659,86,receive,,4,43
1614809653.751269,87,receive,,7,42
1614809654.088854,88,receive,,9,42
1614809654.4267101,89,receive,,10,43
1614809654.763414,90,receive,,8,42
1614809655.099146,91,receive,,3,43
1614809655.4326148,92,receive,,10,42
1614809655.766113,93,receive,,7,42
1614809656.1024241,94,receive,,5,43
1614809656.436386,95,receive,,3,49
1614809656.7705688,96,receive,,6,50
1614809657.1038861,97,receive,,5,49
1614809657.4390888,98,receive,,9,51
1614809657.7764962,99,receive,,11,53
1614809658.112749,100,receive,,5,54
1614809658.4462569,101,receive,,6,54
1614809658.782719,102,receive,,2,54
1614809659.1178648,103,receive,,11,54
1614809659.4515011,104,receive,,10,54
1614809659.785135,105,receive,,5,55
1614809660.11878,106,receive,,9,55
1614809660.4533,107,receive,,2,55
1614809660.787679,108,receive,,10,55
1614809661.121854,109,receive,,9,54
1614809661.4553,110,receive,,9,55
1614809661.7892659,111,receive,,11,54
1614809662.125431,112,receive,,8,54
1614809662.462008,113,receive,,10,53
1614809662.79757,114,receive,,6,53
1614809663.131376,115,receive,,11,54
1614809663.4649348,116,receive,,8,54
1614809663.80049,117,receive,,3,54
1614809664.136877,118,receive,,8,53
1614809664.473941,119,receive,,4,53
1614809664.808054,120,receive,,2,52
1614809665.141678,121,receive,,10,53
1614809665.479127,122,receive,,5,52
1614809665.814778,123,receive,,9,51
1614809666.152135,124,receive,,4,52
1614809666.485703,125,receive,,5,54
1614809666.8226,126,receive,,2,53
1614809667.159699,127,receive,,7,53
1614809667.493525,128,receive,,3,53
1614809667.83119,129,receive,,9,52
1614809668.165083,130,receive,,3,51
1614809668.500216,131,receive,,9,52
1614809668.834603,132,receive,,11,51
1614809669.172449,133,receive,,7,51
1614809669.50644,134,receive,,7,56
1614809669.839957,135,receive,,6,55
1614809670.177185,136,receive,,5,55
1614809670.515245,137,receive,,11,57
1614809670.8504372,138,receive,,2,56
1614809671.183935,139,receive,,8,57
1614809671.517479,140,receive,,10,57
1614809671.853512,141,receive,,3,56
1614809672.186965,142,receive,,8,56
1614809672.523256,143,receive,,4,56
1614809672.858214,144,receive,,11,55
1614809673.194727,145,receive,,2,54
1614809673.531498,146,receive,,6,56
1614809673.8660321,147,receive,,5,57
