num machines: 3,ticks per second: 2,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614728826.7325492,1,send,0,,
1614728826.754453,1,send,1,,
1614728827.188564,2,receive,,1,1
1614728827.692575,5,receive,,0,1
1614728828.195782,8,receive,,0,1
1614728828.698719,10,receive,,0,2
1614728829.199662,11,receive,,0,2
1614728829.7029078,13,receive,,0,2
1614728830.206601,15,receive,,0,3
1614728830.709686,18,receive,,0,2
1614728831.212716,19,receive,,0,3
1614728831.713089,22,receive,,0,3
1614728832.21388,24,receive,,0,3
1614728832.718583,26,receive,,0,3
1614728833.220306,29,receive,,0,3
1614728833.724672,30,receive,,0,4
1614728834.228387,33,receive,,0,4
1614728834.7325969,34,receive,,0,5
1614728835.233595,36,receive,,0,5
1614728835.738624,38,receive,,0,5
1614728836.240724,39,receive,,0,6
1614728836.742584,41,receive,,0,6
1614728837.2445,42,receive,,0,7
1614728837.749203,45,receive,,0,7
1614728838.2536268,47,receive,,0,8
1614728838.758569,48,receive,,0,7
1614728839.2619798,49,receive,,0,8
1614728839.7638452,52,receive,,0,8
1614728840.268526,53,receive,,0,9
1614728840.7731059,54,receive,,0,9
1614728841.276341,57,receive,,0,9
1614728841.779819,58,receive,,0,9
1614728842.280589,62,receive,,0,9
1614728842.780771,63,receive,,0,8
1614728843.283962,64,receive,,0,7
1614728843.786561,67,receive,,0,6
1614728844.288955,68,receive,,0,6
1614728844.792656,69,receive,,1,5
1614728845.2954,72,receive,,0,7
1614728845.799915,74,receive,,1,6
1614728846.3045042,78,receive,,0,6
1614728846.805805,88,receive,,0,5
1614728847.308426,92,receive,,0,7
1614728847.812982,93,receive,,1,7
1614728848.316502,94,receive,,0,8
1614728848.821066,96,receive,,0,7
1614728849.325014,101,receive,,0,7
1614728849.830107,102,receive,,0,6
1614728850.333154,103,receive,,0,7
1614728850.836729,104,receive,,0,6
1614728851.3386822,106,receive,,0,7
1614728851.841874,107,receive,,0,8
1614728852.345312,111,receive,,0,8
1614728852.845706,116,receive,,0,8
1614728853.348761,117,receive,,1,9
1614728853.852797,121,receive,,0,9
1614728854.353941,123,receive,,0,9
1614728854.858666,124,receive,,0,9
1614728855.362297,125,receive,,0,9
1614728855.865144,127,receive,,0,10
1614728856.368896,128,receive,,0,10
1614728856.8729532,131,receive,,0,9
1614728857.3763871,132,receive,,1,9
1614728857.881325,133,receive,,0,10
1614728858.3849149,137,receive,,0,11
1614728858.8888588,140,receive,,0,13
1614728859.393383,141,receive,,0,12
1614728859.8935611,144,receive,,0,11
1614728860.39731,145,receive,,0,10
1614728860.901647,146,receive,,0,10
1614728861.404686,152,receive,,0,11
1614728861.905941,153,receive,,1,10
1614728862.409646,155,receive,,0,12
1614728862.912778,156,receive,,0,11
1614728863.414869,157,receive,,0,11
1614728863.918724,158,receive,,0,12
1614728864.421466,159,receive,,0,11
1614728864.925218,160,receive,,0,12
1614728865.429439,169,receive,,0,13
1614728865.932738,171,receive,,0,13
1614728866.4353468,172,receive,,0,14
1614728866.93899,176,receive,,0,13
1614728867.4395142,177,receive,,0,13
1614728867.940139,178,receive,,1,14
1614728868.441395,179,receive,,1,15
1614728868.944705,181,receive,,1,15
1614728869.447028,184,receive,,0,15
1614728869.950454,188,receive,,0,15
1614728870.453859,189,receive,,0,15
1614728870.958739,190,receive,,0,15
1614728871.462713,191,receive,,0,15
1614728871.96623,194,receive,,0,15
1614728872.468628,195,receive,,0,16
1614728872.972784,196,receive,,0,18
1614728873.475349,200,receive,,0,18
1614728873.978732,203,receive,,0,20
1614728874.482066,204,receive,,0,21
1614728874.98579,206,receive,,0,20
1614728875.489151,207,receive,,0,21
1614728875.992811,208,receive,,0,22
1614728876.49664,211,receive,,0,22
1614728877.0004401,213,receive,,0,22
1614728877.50405,215,receive,,0,21
1614728878.0047219,218,receive,,0,23
1614728878.507135,222,receive,,0,24
1614728879.008032,224,receive,,0,26
1614728879.5129678,226,receive,,0,26
1614728880.013685,227,receive,,0,26
1614728880.517914,228,receive,,0,25
1614728881.0186071,229,receive,,1,24
1614728881.519329,230,receive,,0,24
1614728882.02338,231,receive,,0,24
1614728882.526546,232,receive,,0,24
1614728883.030129,233,receive,,1,24
1614728883.532834,234,receive,,0,23
1614728884.037484,235,receive,,0,23
1614728884.541683,236,receive,,1,23
1614728885.044158,240,receive,,0,22
1614728885.54768,241,receive,,1,23
1614728886.050817,242,receive,,0,23
1614728886.553236,243,receive,,0,25
