num machines: 3,ticks per second: 1,lifetime: 60,,,
sys_time,logical_time,action,to,fromname,queue_len
1614751793.017607,1,send,1,,
1614751794.0044,2,send,1,,
1614751794.966539,3,work,,,
1614751795.969574,6,receive,,1,1
1614751796.970787,8,receive,,1,4
1614751797.971862,14,receive,,0,3
1614751798.972053,16,receive,,0,5
1614751799.975517,17,receive,,0,5
1614751800.980551,22,receive,,0,5
1614751801.9824069,24,receive,,0,4
1614751802.986349,25,receive,,0,3
1614751803.98655,29,receive,,0,3
1614751804.990456,30,receive,,1,2
1614751805.9934132,44,receive,,0,2
1614751806.995275,53,receive,,0,1
1614751807.999352,58,receive,,0,2
1614751809.00228,61,receive,,0,3
1614751810.006306,62,receive,,1,3
1614751811.010515,63,receive,,0,3
1614751812.015737,67,receive,,0,2
1614751813.0199869,73,receive,,0,1
1614751814.022857,85,receive,,0,1
1614751815.065693,86,send,0,,
1614751815.0963771,86,send,1,,
1614751816.030196,93,receive,,0,1
1614751817.031858,95,receive,,0,1
1614751818.032088,100,receive,,0,2
1614751819.032118,101,receive,,0,4
1614751820.0321999,102,receive,,0,3
1614751821.034267,103,receive,,0,2
1614751822.034605,105,receive,,0,1
1614751823.0346859,121,receive,,0,1
1614751824.03488,124,receive,,0,1
1614751825.035414,125,receive,,1,2
1614751826.037326,126,receive,,1,1
1614751827.0403929,133,receive,,0,3
1614751828.0420969,134,receive,,1,3
1614751829.046911,136,receive,,0,3
1614751830.052116,140,receive,,0,3
1614751831.0542011,141,receive,,0,3
1614751832.056061,147,receive,,0,4
1614751833.059242,149,receive,,0,4
1614751834.059801,153,receive,,0,5
1614751835.059778,155,receive,,0,4
1614751836.060395,157,receive,,0,4
1614751837.0642078,162,receive,,0,5
1614751838.066433,163,receive,,0,5
1614751839.070451,171,receive,,0,4
1614751840.07197,173,receive,,0,4
1614751841.072125,175,receive,,0,3
1614751842.077367,179,receive,,0,4
1614751843.0779362,185,receive,,0,4
1614751844.080399,193,receive,,0,5
1614751845.081989,196,receive,,0,5
1614751846.082603,197,receive,,0,4
1614751847.086486,201,receive,,0,4
1614751848.089084,202,receive,,1,5
1614751849.091146,205,receive,,0,5
1614751850.0947871,215,receive,,0,4
1614751851.0989351,219,receive,,0,5
1614751852.1016672,220,receive,,1,5
